run_accession	sample_accession	experiment_accession	study_accession	submission_accession	tax_id	scientific_name	library_name	library_layout	library_strategy	library_source	library_selection	read_count	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_ftp	submitted_ftp	sra_ftp	sample_alias	sample_title	bam_ftp
ERR10126768	SAMEA110759336	ERX9663794	PRJEB55648	ERA17639330	1131769	human nasopharyngeal metagenome		PAIRED	AMPLICON	METAGENOMIC	PCR	0	2023-03-31	Illumina MiSeq sequencing	multi bodi site study of Bolivar amerindian microbiome	4d833df7-3c12-4abe-85c4-cca9ce414075	ena-EXPERIMENT-TAB-31-08-2022-17:11:02:480-51858	ena-RUN-TAB-31-08-2022-17:11:02:480-51859			ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10126768/X15.100_304_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10126768/X15.100_304_L001_R2_001.fastq.gz		X15.100	15-100	
ERR10126774	SAMEA110759316	ERX9663800	PRJEB55648	ERA17639330	1131769	human nasopharyngeal metagenome		PAIRED	AMPLICON	METAGENOMIC	PCR	47670	2023-03-31	Illumina MiSeq sequencing	multi bodi site study of Bolivar amerindian microbiome	4d833df7-3c12-4abe-85c4-cca9ce414075	ena-EXPERIMENT-TAB-31-08-2022-17:11:02:481-51870	ena-RUN-TAB-31-08-2022-17:11:02:481-51871	1713577;1701282	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/074/ERR10126774/ERR10126774_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/074/ERR10126774/ERR10126774_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10126774/X15.106_179_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10126774/X15.106_179_L001_R2_001.fastq.gz		X15.106	15-106	ftp.sra.ebi.ac.uk/vol1/err/ERR101/074/ERR10126774.bam
ERR10126775	SAMEA110759736	ERX9663801	PRJEB55648	ERA17639330	1632839	human vaginal metagenome		PAIRED	AMPLICON	METAGENOMIC	PCR	21716	2023-03-31	Illumina MiSeq sequencing	multi bodi site study of Bolivar amerindian microbiome	4d833df7-3c12-4abe-85c4-cca9ce414075	ena-EXPERIMENT-TAB-31-08-2022-17:11:02:482-51872	ena-RUN-TAB-31-08-2022-17:11:02:482-51873	539090;658089	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/075/ERR10126775/ERR10126775_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/075/ERR10126775/ERR10126775_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10126775/X15.1061_283_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10126775/X15.1061_283_L001_R2_001.fastq.gz		X15.1061	15-1061	ftp.sra.ebi.ac.uk/vol1/err/ERR101/075/ERR10126775.bam
ERR10126776	SAMEA110759317	ERX9663802	PRJEB55648	ERA17639330	447426	human oral metagenome		PAIRED	AMPLICON	METAGENOMIC	PCR	60060	2023-03-31	Illumina MiSeq sequencing	multi bodi site study of Bolivar amerindian microbiome	4d833df7-3c12-4abe-85c4-cca9ce414075	ena-EXPERIMENT-TAB-31-08-2022-17:11:02:482-51874	ena-RUN-TAB-31-08-2022-17:11:02:482-51875	2425489;2161285	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/076/ERR10126776/ERR10126776_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/076/ERR10126776/ERR10126776_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10126776/X15.107_77_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10126776/X15.107_77_L001_R2_001.fastq.gz		X15.107	15-107	ftp.sra.ebi.ac.uk/vol1/err/ERR101/076/ERR10126776.bam
ERR10126778	SAMEA110759714	ERX9663804	PRJEB55648	ERA17639330	2705415	human feces metagenome		PAIRED	AMPLICON	METAGENOMIC	PCR	45594	2023-03-31	Illumina MiSeq sequencing	multi bodi site study of Bolivar amerindian microbiome	4d833df7-3c12-4abe-85c4-cca9ce414075	ena-EXPERIMENT-TAB-31-08-2022-17:11:02:482-51878	ena-RUN-TAB-31-08-2022-17:11:02:482-51879	1849759;1771929	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/078/ERR10126778/ERR10126778_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/078/ERR10126778/ERR10126778_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10126778/X15.1085_287_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10126778/X15.1085_287_L001_R2_001.fastq.gz		X15.1085	15-1085	ftp.sra.ebi.ac.uk/vol1/err/ERR101/078/ERR10126778.bam
ERR10126780	SAMEA110759734	ERX9663806	PRJEB55648	ERA17639330	1131769	human nasopharyngeal metagenome		PAIRED	AMPLICON	METAGENOMIC	PCR	0	2023-03-31	Illumina MiSeq sequencing	multi bodi site study of Bolivar amerindian microbiome	4d833df7-3c12-4abe-85c4-cca9ce414075	ena-EXPERIMENT-TAB-31-08-2022-17:11:02:483-51882	ena-RUN-TAB-31-08-2022-17:11:02:483-51883			ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10126780/X15.11_452_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10126780/X15.11_452_L001_R2_001.fastq.gz		X15.11	15-11	
ERR10126782	SAMEA110759067	ERX9663808	PRJEB55648	ERA17639330	1131769	human nasopharyngeal metagenome		PAIRED	AMPLICON	METAGENOMIC	PCR	0	2023-03-31	Illumina MiSeq sequencing	multi bodi site study of Bolivar amerindian microbiome	4d833df7-3c12-4abe-85c4-cca9ce414075	ena-EXPERIMENT-TAB-31-08-2022-17:11:02:483-51886	ena-RUN-TAB-31-08-2022-17:11:02:484-51887			ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10126782/X15.1101_252_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10126782/X15.1101_252_L001_R2_001.fastq.gz		X15.1101	15-1101	
ERR10126784	SAMEA110759069	ERX9663810	PRJEB55648	ERA17639330	539655	human skin metagenome		PAIRED	AMPLICON	METAGENOMIC	PCR	58018	2023-03-31	Illumina MiSeq sequencing	multi bodi site study of Bolivar amerindian microbiome	4d833df7-3c12-4abe-85c4-cca9ce414075	ena-EXPERIMENT-TAB-31-08-2022-17:11:02:484-51890	ena-RUN-TAB-31-08-2022-17:11:02:484-51891	2408535;2397219	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/084/ERR10126784/ERR10126784_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/084/ERR10126784/ERR10126784_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10126784/X15.1103_103_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10126784/X15.1103_103_L001_R2_001.fastq.gz		X15.1103	15-1103	ftp.sra.ebi.ac.uk/vol1/err/ERR101/084/ERR10126784.bam
ERR10126786	SAMEA110759117	ERX9663812	PRJEB55648	ERA17639330	1131769	human nasopharyngeal metagenome		PAIRED	AMPLICON	METAGENOMIC	PCR	0	2023-03-31	Illumina MiSeq sequencing	multi bodi site study of Bolivar amerindian microbiome	4d833df7-3c12-4abe-85c4-cca9ce414075	ena-EXPERIMENT-TAB-31-08-2022-17:11:02:485-51894	ena-RUN-TAB-31-08-2022-17:11:02:485-51895			ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10126786/X15.1105_29_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10126786/X15.1105_29_L001_R2_001.fastq.gz		X15.1105	15-1105	
ERR10126787	SAMEA110759118	ERX9663813	PRJEB55648	ERA17639330	447426	human oral metagenome		PAIRED	AMPLICON	METAGENOMIC	PCR	35170	2023-03-31	Illumina MiSeq sequencing	multi bodi site study of Bolivar amerindian microbiome	4d833df7-3c12-4abe-85c4-cca9ce414075	ena-EXPERIMENT-TAB-31-08-2022-17:11:02:485-51896	ena-RUN-TAB-31-08-2022-17:11:02:485-51897	1420668;1308172	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/087/ERR10126787/ERR10126787_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/087/ERR10126787/ERR10126787_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10126787/X15.1106_438_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10126787/X15.1106_438_L001_R2_001.fastq.gz		X15.1106	15-1106	ftp.sra.ebi.ac.uk/vol1/err/ERR101/087/ERR10126787.bam
