run_accession	sample_accession	experiment_accession	study_accession	submission_accession	tax_id	scientific_name	library_name	library_layout	library_strategy	library_source	library_selection	read_count	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_ftp	submitted_ftp	sra_ftp	sample_alias	sample_title	bam_ftp
SRR13370409	SAMN17228541	SRX9794371	PRJNA486009	SRA1180930	562	Escherichia coli	E14_6	PAIRED	WGS	GENOMIC	RANDOM	499824	2021-01-07	Illumina MiSeq sequencing: WGS of pathogenic Escherichia coli: human populations from Ecuador	Genome diversity of pathogenic Escherichia coli in Ecuador	PRJNA486009	E14_6	E14_6.1.fastq.gz	84052595;97479649	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/009/SRR13370409/SRR13370409_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/009/SRR13370409/SRR13370409_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/009/SRR13370409	E14_6	E. coli strain isolated from stool sample	
SRR13448739	SAMN17333927	SRX9861981	PRJNA486009	SRA1184508	408170	human gut metagenome	Q86	PAIRED	AMPLICON	METAGENOMIC	PCR	101349	2021-05-18	Illumina MiSeq sequencing: 16S rRNA amplicons of homo sapiens: stool samples	Genome diversity of pathogenic Escherichia coli in Ecuador	PRJNA486009	Q86	Q86.1.fastq.gz	12720257;15376820	ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/039/SRR13448739/SRR13448739_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/039/SRR13448739/SRR13448739_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR134/039/SRR13448739	Q86	MIMS Environmental/Metagenome sample from human gut metagenome	
SRR13448740	SAMN17333926	SRX9861980	PRJNA486009	SRA1184508	408170	human gut metagenome	Q83	PAIRED	AMPLICON	METAGENOMIC	PCR	13851	2021-05-18	Illumina MiSeq sequencing: 16S rRNA amplicons of homo sapiens: stool samples	Genome diversity of pathogenic Escherichia coli in Ecuador	PRJNA486009	Q83	Q83.1.fastq.gz	1818985;2177094	ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/040/SRR13448740/SRR13448740_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/040/SRR13448740/SRR13448740_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR134/040/SRR13448740	Q83	MIMS Environmental/Metagenome sample from human gut metagenome	
SRR13448741	SAMN17333925	SRX9861979	PRJNA486009	SRA1184508	408170	human gut metagenome	Q74	PAIRED	AMPLICON	METAGENOMIC	PCR	45441	2021-05-18	Illumina MiSeq sequencing: 16S rRNA amplicons of homo sapiens: stool samples	Genome diversity of pathogenic Escherichia coli in Ecuador	PRJNA486009	Q74	Q74.1.fastq.gz	6255436;7174389	ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/041/SRR13448741/SRR13448741_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/041/SRR13448741/SRR13448741_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR134/041/SRR13448741	Q74	MIMS Environmental/Metagenome sample from human gut metagenome	
SRR13448744	SAMN17333922	SRX9861976	PRJNA486009	SRA1184508	408170	human gut metagenome	Q69	PAIRED	AMPLICON	METAGENOMIC	PCR	20743	2021-05-18	Illumina MiSeq sequencing: 16S rRNA amplicons of homo sapiens: stool samples	Genome diversity of pathogenic Escherichia coli in Ecuador	PRJNA486009	Q69	Q69.1.fastq.gz	2629500;3238965	ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/044/SRR13448744/SRR13448744_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/044/SRR13448744/SRR13448744_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR134/044/SRR13448744	Q69	MIMS Environmental/Metagenome sample from human gut metagenome	
SRR13448747	SAMN17333919	SRX9861973	PRJNA486009	SRA1184508	408170	human gut metagenome	Q57	PAIRED	AMPLICON	METAGENOMIC	PCR	11344	2021-05-18	Illumina MiSeq sequencing: 16S rRNA amplicons of homo sapiens: stool samples	Genome diversity of pathogenic Escherichia coli in Ecuador	PRJNA486009	Q57	Q57.1.fastq.gz	1487625;1886072	ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/047/SRR13448747/SRR13448747_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/047/SRR13448747/SRR13448747_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR134/047/SRR13448747	Q57	MIMS Environmental/Metagenome sample from human gut metagenome	
SRR13448749	SAMN17333918	SRX9861971	PRJNA486009	SRA1184508	408170	human gut metagenome	Q56	PAIRED	AMPLICON	METAGENOMIC	PCR	10616	2021-05-18	Illumina MiSeq sequencing: 16S rRNA amplicons of homo sapiens: stool samples	Genome diversity of pathogenic Escherichia coli in Ecuador	PRJNA486009	Q56	Q56.1.fastq.gz	1309473;1572776	ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/049/SRR13448749/SRR13448749_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/049/SRR13448749/SRR13448749_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR134/049/SRR13448749	Q56	MIMS Environmental/Metagenome sample from human gut metagenome	
SRR13448750	SAMN17333917	SRX9861970	PRJNA486009	SRA1184508	408170	human gut metagenome	Q53	PAIRED	AMPLICON	METAGENOMIC	PCR	61204	2021-05-18	Illumina MiSeq sequencing: 16S rRNA amplicons of homo sapiens: stool samples	Genome diversity of pathogenic Escherichia coli in Ecuador	PRJNA486009	Q53	Q53.1.fastq.gz	8158771;9847898	ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/050/SRR13448750/SRR13448750_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/050/SRR13448750/SRR13448750_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR134/050/SRR13448750	Q53	MIMS Environmental/Metagenome sample from human gut metagenome	
SRR13448755	SAMN17333912	SRX9861965	PRJNA486009	SRA1184508	408170	human gut metagenome	Q310	PAIRED	AMPLICON	METAGENOMIC	PCR	70314	2021-05-18	Illumina MiSeq sequencing: 16S rRNA amplicons of homo sapiens: stool samples	Genome diversity of pathogenic Escherichia coli in Ecuador	PRJNA486009	Q310	Q310.1.fastq.gz	9395957;11408256	ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/055/SRR13448755/SRR13448755_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/055/SRR13448755/SRR13448755_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR134/055/SRR13448755	Q310	MIMS Environmental/Metagenome sample from human gut metagenome	
SRR13448762	SAMN17333906	SRX9861958	PRJNA486009	SRA1184508	408170	human gut metagenome	Q291	PAIRED	AMPLICON	METAGENOMIC	PCR	37304	2021-05-18	Illumina MiSeq sequencing: 16S rRNA amplicons of homo sapiens: stool samples	Genome diversity of pathogenic Escherichia coli in Ecuador	PRJNA486009	Q291	Q291.1.fastq.gz	4845372;5933054	ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/062/SRR13448762/SRR13448762_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/062/SRR13448762/SRR13448762_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR134/062/SRR13448762	Q291	MIMS Environmental/Metagenome sample from human gut metagenome	
