run_accession	sample_accession	experiment_accession	study_accession	submission_accession	tax_id	scientific_name	library_name	library_layout	library_strategy	library_source	library_selection	read_count	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_ftp	submitted_ftp	sra_ftp	sample_alias	sample_title	bam_ftp
ERR139337	SAMEA1468958	ERX115341	PRJEB3079	ERA137446	408170	human gut metagenome	h259A.2:254	SINGLE	AMPLICON	METAGENOMIC	PCR	1745039	2018-11-16	unspecified sequencing: qiime_experiment_850:379203:254	Human gut microbiome viewed across age and geography	qiime_study_850	qiime_experiment_850:379203:254	h259A.2.418342.fastq.gz_run	97177293	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/ERR139337/ERR139337.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR139337/h259A.2.418342.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR139/ERR139337	qiime_study_850:h259A.2	h259A.2	
ERR139378	SAMEA1468874	ERX115382	PRJEB3079	ERA137446	408170	human gut metagenome	USygt33.T1:399	SINGLE	AMPLICON	METAGENOMIC	PCR	1556384	2018-11-16	unspecified sequencing: qiime_experiment_850:379244:399	Human gut microbiome viewed across age and geography	qiime_study_850	qiime_experiment_850:379244:399	USygt33.T1.418574.fastq.gz_run	72775398	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/ERR139378/ERR139378.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR139378/USygt33.T1.418574.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR139/ERR139378	qiime_study_850:USygt33.T1	USygt33.T1	
ERR139384	SAMEA1468727	ERX115388	PRJEB3079	ERA137446	408170	human gut metagenome	USygt46.T2:437	SINGLE	AMPLICON	METAGENOMIC	PCR	2371310	2018-11-16	unspecified sequencing: qiime_experiment_850:379250:437	Human gut microbiome viewed across age and geography	qiime_study_850	qiime_experiment_850:379250:437	USygt46.T2.418679.fastq.gz_run	123804416	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/ERR139384/ERR139384.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR139384/USygt46.T2.418679.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR139/ERR139384	qiime_study_850:USygt46.T2	USygt46.T2	
ERR139407	SAMEA1468708	ERX115411	PRJEB3079	ERA137446	408170	human gut metagenome	USygt43.T1:414	SINGLE	AMPLICON	METAGENOMIC	PCR	1642941	2018-11-16	unspecified sequencing: qiime_experiment_850:378744:414	Human gut microbiome viewed across age and geography	qiime_study_850	qiime_experiment_850:378744:414	USygt43.T1.418816.fastq.gz_run	80545671	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/ERR139407/ERR139407.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR139407/USygt43.T1.418816.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR139/ERR139407	qiime_study_850:USygt43.T1	USygt43.T1	
ERR139409	SAMEA1469042	ERX115413	PRJEB3079	ERA137446	408170	human gut metagenome	Amz2adltF:124	SINGLE	AMPLICON	METAGENOMIC	PCR	2353047	2018-11-16	unspecified sequencing: qiime_experiment_850:378746:124	Human gut microbiome viewed across age and geography	qiime_study_850	qiime_experiment_850:378746:124	Amz2adltF.418633.fastq.gz_run	136487051	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/ERR139409/ERR139409.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR139409/Amz2adltF.418633.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR139/ERR139409	qiime_study_850:Amz2adltF	Amz2adltF	
ERR139420	SAMEA1468984	ERX115424	PRJEB3079	ERA137446	408170	human gut metagenome	AmzC15infF:178	SINGLE	AMPLICON	METAGENOMIC	PCR	2333095	2018-11-16	unspecified sequencing: qiime_experiment_850:378757:178	Human gut microbiome viewed across age and geography	qiime_study_850	qiime_experiment_850:378757:178	AmzC15infF.418468.fastq.gz_run	140921754	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/ERR139420/ERR139420.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR139420/AmzC15infF.418468.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR139/ERR139420	qiime_study_850:AmzC15infF	AmzC15infF	
ERR139427	SAMEA1469098	ERX115431	PRJEB3079	ERA137446	408170	human gut metagenome	USygt8.T1:340	SINGLE	AMPLICON	METAGENOMIC	PCR	1721028	2018-11-16	unspecified sequencing: qiime_experiment_850:378764:340	Human gut microbiome viewed across age and geography	qiime_study_850	qiime_experiment_850:378764:340	USygt8.T1.418829.fastq.gz_run	86275988	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/ERR139427/ERR139427.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR139427/USygt8.T1.418829.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR139/ERR139427	qiime_study_850:USygt8.T1	USygt8.T1	
ERR139320	SAMEA1468987	ERX115324	PRJEB3079	ERA137446	408170	human gut metagenome	TS194:13	SINGLE	AMPLICON	METAGENOMIC	PCR	2901446	2018-11-16	unspecified sequencing: qiime_experiment_850:379186:13	Human gut microbiome viewed across age and geography	qiime_study_850	qiime_experiment_850:379186:13	TS194.418607.fastq.gz_run	176712966	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/ERR139320/ERR139320.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR139320/TS194.418607.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR139/ERR139320	qiime_study_850:TS194	TS194	
ERR139357	SAMEA1468833	ERX115361	PRJEB3079	ERA137446	408170	human gut metagenome	h68M.1:276	SINGLE	AMPLICON	METAGENOMIC	PCR	2795957	2018-11-16	unspecified sequencing: qiime_experiment_850:379223:276	Human gut microbiome viewed across age and geography	qiime_study_850	qiime_experiment_850:379223:276	h68M.1.418773.fastq.gz_run	161356387	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/ERR139357/ERR139357.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR139357/h68M.1.418773.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR139/ERR139357	qiime_study_850:h68M.1	h68M.1	
ERR139360	SAMEA1468653	ERX115364	PRJEB3079	ERA137446	408170	human gut metagenome	USygt25.B2:418	SINGLE	AMPLICON	METAGENOMIC	PCR	2508769	2018-11-16	unspecified sequencing: qiime_experiment_850:379226:418	Human gut microbiome viewed across age and geography	qiime_study_850	qiime_experiment_850:379226:418	USygt25.B2.418685.fastq.gz_run	141560191	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/ERR139360/ERR139360.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR139360/USygt25.B2.418685.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR139/ERR139360	qiime_study_850:USygt25.B2	USygt25.B2	
