run_accession	sample_accession	experiment_accession	study_accession	submission_accession	tax_id	scientific_name	library_name	library_layout	library_strategy	library_source	library_selection	read_count	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_ftp	submitted_ftp	sra_ftp	sample_alias	sample_title	bam_ftp
ERR3149996	SAMEA5332113	ERX3179073	PRJEB31199	ERA1737162	447426	human oral metagenome	11724.162	SINGLE	AMPLICON	METAGENOMIC	PCR	13187	2019-02-11	Illumina MiSeq sequencing: qiita_ptid_4665:11724.162	The Fecal, Oral, and Skin Microbiota of Children with Chagas Disease treated with Benznidazole	qiita_sid_11724	qiita_ptid_4665:11724.162	qiita_ppdid_67351:11724.162	893149	ftp.sra.ebi.ac.uk/vol1/fastq/ERR314/006/ERR3149996/ERR3149996.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3149996/11724.162.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR314/006/ERR3149996	qiita_sid_11724:11724.162	11724.162	
ERR3150003	SAMEA5332120	ERX3179080	PRJEB31199	ERA1737162	539655	human skin metagenome	11724.169	SINGLE	AMPLICON	METAGENOMIC	PCR	12246	2019-02-11	Illumina MiSeq sequencing: qiita_ptid_4665:11724.169	The Fecal, Oral, and Skin Microbiota of Children with Chagas Disease treated with Benznidazole	qiita_sid_11724	qiita_ptid_4665:11724.169	qiita_ppdid_67351:11724.169	904695	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/003/ERR3150003/ERR3150003.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR315/ERR3150003/11724.169.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR315/003/ERR3150003	qiita_sid_11724:11724.169	11724.169	
ERR3150005	SAMEA5332122	ERX3179082	PRJEB31199	ERA1737162	447426	human oral metagenome	11724.171	SINGLE	AMPLICON	METAGENOMIC	PCR	13462	2019-02-11	Illumina MiSeq sequencing: qiita_ptid_4665:11724.171	The Fecal, Oral, and Skin Microbiota of Children with Chagas Disease treated with Benznidazole	qiita_sid_11724	qiita_ptid_4665:11724.171	qiita_ppdid_67351:11724.171	932902	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/005/ERR3150005/ERR3150005.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR315/ERR3150005/11724.171.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR315/005/ERR3150005	qiita_sid_11724:11724.171	11724.171	
ERR3150007	SAMEA5332124	ERX3179084	PRJEB31199	ERA1737162	408170	human gut metagenome	11724.173	SINGLE	AMPLICON	METAGENOMIC	PCR	14005	2019-02-11	Illumina MiSeq sequencing: qiita_ptid_4665:11724.173	The Fecal, Oral, and Skin Microbiota of Children with Chagas Disease treated with Benznidazole	qiita_sid_11724	qiita_ptid_4665:11724.173	qiita_ppdid_67351:11724.173	825015	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/007/ERR3150007/ERR3150007.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR315/ERR3150007/11724.173.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR315/007/ERR3150007	qiita_sid_11724:11724.173	11724.173	
ERR3150010	SAMEA5332127	ERX3179087	PRJEB31199	ERA1737162	408170	human gut metagenome	11724.176	SINGLE	AMPLICON	METAGENOMIC	PCR	19482	2019-02-11	Illumina MiSeq sequencing: qiita_ptid_4665:11724.176	The Fecal, Oral, and Skin Microbiota of Children with Chagas Disease treated with Benznidazole	qiita_sid_11724	qiita_ptid_4665:11724.176	qiita_ppdid_67351:11724.176	1282494	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/000/ERR3150010/ERR3150010.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR315/ERR3150010/11724.176.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR315/000/ERR3150010	qiita_sid_11724:11724.176	11724.176	
ERR3150012	SAMEA5332129	ERX3179089	PRJEB31199	ERA1737162	539655	human skin metagenome	11724.178	SINGLE	AMPLICON	METAGENOMIC	PCR	16965	2019-02-11	Illumina MiSeq sequencing: qiita_ptid_4665:11724.178	The Fecal, Oral, and Skin Microbiota of Children with Chagas Disease treated with Benznidazole	qiita_sid_11724	qiita_ptid_4665:11724.178	qiita_ppdid_67351:11724.178	1224744	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/002/ERR3150012/ERR3150012.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR315/ERR3150012/11724.178.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR315/002/ERR3150012	qiita_sid_11724:11724.178	11724.178	
ERR3150014	SAMEA5332131	ERX3179091	PRJEB31199	ERA1737162	447426	human oral metagenome	11724.180	SINGLE	AMPLICON	METAGENOMIC	PCR	21140	2019-02-11	Illumina MiSeq sequencing: qiita_ptid_4665:11724.180	The Fecal, Oral, and Skin Microbiota of Children with Chagas Disease treated with Benznidazole	qiita_sid_11724	qiita_ptid_4665:11724.180	qiita_ppdid_67351:11724.180	1378440	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/004/ERR3150014/ERR3150014.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR315/ERR3150014/11724.180.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR315/004/ERR3150014	qiita_sid_11724:11724.180	11724.180	
ERR3150018	SAMEA5332135	ERX3179095	PRJEB31199	ERA1737162	539655	human skin metagenome	11724.203	SINGLE	AMPLICON	METAGENOMIC	PCR	6742	2019-02-11	Illumina MiSeq sequencing: qiita_ptid_4665:11724.203	The Fecal, Oral, and Skin Microbiota of Children with Chagas Disease treated with Benznidazole	qiita_sid_11724	qiita_ptid_4665:11724.203	qiita_ppdid_67351:11724.203	520714	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/008/ERR3150018/ERR3150018.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR315/ERR3150018/11724.203.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR315/008/ERR3150018	qiita_sid_11724:11724.203	11724.203	
ERR3150023	SAMEA5332140	ERX3179100	PRJEB31199	ERA1737162	447426	human oral metagenome	11724.208	SINGLE	AMPLICON	METAGENOMIC	PCR	15676	2019-02-11	Illumina MiSeq sequencing: qiita_ptid_4665:11724.208	The Fecal, Oral, and Skin Microbiota of Children with Chagas Disease treated with Benznidazole	qiita_sid_11724	qiita_ptid_4665:11724.208	qiita_ppdid_67351:11724.208	1047017	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/003/ERR3150023/ERR3150023.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR315/ERR3150023/11724.208.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR315/003/ERR3150023	qiita_sid_11724:11724.208	11724.208	
ERR3150024	SAMEA5332141	ERX3179101	PRJEB31199	ERA1737162	539655	human skin metagenome	11724.209	SINGLE	AMPLICON	METAGENOMIC	PCR	10907	2019-02-11	Illumina MiSeq sequencing: qiita_ptid_4665:11724.209	The Fecal, Oral, and Skin Microbiota of Children with Chagas Disease treated with Benznidazole	qiita_sid_11724	qiita_ptid_4665:11724.209	qiita_ppdid_67351:11724.209	721160	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/004/ERR3150024/ERR3150024.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR315/ERR3150024/11724.209.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR315/004/ERR3150024	qiita_sid_11724:11724.209	11724.209	
